CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Date,Time,PoluutionLevel
0.118,0.569117647,0.058873003,0.127,0.40831075,0.062,0.352963101,0.315,0.541261261,0.491478399,0.321,0.625,0.403,3/18/2004,01.00.00,0
0.084,0.521568627,0.037005887,0.086,0.355465221,0.041,0.393961983,0.259,0.507027027,0.441934205,0.332,0.587,0.39,3/18/2004,02.00.00,0
0.059,0.475490196,0.035323802,0.057,0.310298103,0,0.445769661,0,0.486846847,0.384066587,0.312,0.608,0.381,3/18/2004,03.00.00,0
0,0.467647059,0.023549201,0.046,0.291327913,0.041,0.469623556,0.229,0.480720721,0.366627031,0.26,0.698,0.378,3/18/2004,04.00.00,0
0.05,0.456372549,0.016820858,0.039,0.281391147,0.025,0.48192322,0.168,0.470990991,0.328180737,0.269,0.664,0.369,3/18/2004,05.00.00,0
0.059,0.459803922,0.021867115,0.047,0.293586269,0.046,0.466269102,0.209,0.48036036,0.353943718,0.244,0.7,0.364,3/18/2004,06.00.00,0
0.126,0.571568627,0.065601346,0.121,0.399728997,0.094,0.374580693,0.25,0.558918919,0.426080063,0.238,0.714,0.362,3/18/2004,07.00.00,0
0.395,0.805392157,0.268292683,0.366,0.625112918,0.229,0.248602311,0.365,0.754594595,0.638129211,0.258,0.676,0.364,3/18/2004,08.00.00,1
0.555,0.948039216,0.425567704,0.562,0.75971093,0.285,0.201639955,0.444,0.889369369,0.812921126,0.321,0.57,0.367,3/18/2004,09.00.00,2
0.378,0.792647059,0,0.334,0.602077687,0.236,0.255683936,0.441,0.724324324,0.720967103,0.399,0.457,0.368,3/18/2004,10.00.00,1
0.235,0.722058824,0,0.224,0.509033424,0.151,0.309727917,0.447,0.631351351,0.621482362,0.466,0.388,0.375,3/18/2004,11.00.00,1
0.185,0.675980392,0,0.196,0.482384824,0.116,0.33507268,0.409,0.599279279,0.544589774,0.534,0.318,0.368,3/18/2004,12.00.00,1
0.185,0.678921569,0,0.192,0.47696477,0.101,0.332090943,0.391,0.593873874,0.502576298,0.543,0.324,0.382,3/18/2004,13.00.00,1
0.193,0.675980392,0,0.206,0.490966576,0.093,0.335818114,0.371,0.598198198,0.453428458,0.565,0.281,0.351,3/18/2004,14.00.00,0
0.185,0.648039216,0,0.226,0.509936766,0.101,0.348117779,0.376,0.590630631,0.439556084,0.605,0.201,0.281,3/18/2004,15.00.00,0
0.235,0.733333333,0,0.264,0.544263776,0.116,0.306373463,0.497,0.636756757,0.533888228,0.608,0.26,0.367,3/18/2004,16.00.00,1
0.227,0.690686275,0,0.228,0.510840108,0.112,0.325382035,0.438,0.608648649,0.478002378,0.578,0.269,0.351,3/18/2004,17.00.00,1
0.311,0.741666667,0,0.338,0.604336043,0.145,0.28475587,0.459,0.705225225,0.553705906,0.516,0.302,0.334,3/18/2004,18.00.00,1
0.429,0.817156863,0,0.414,0.661246612,0.189,0.254565785,0.494,0.763243243,0.629409433,0.464,0.351,0.337,3/18/2004,19.00.00,1
0.429,0.817156863,0,0.408,0.656278229,0.187,0.254938502,0.518,0.739099099,0.621878716,0.417,0.408,0.344,3/18/2004,20.00.00,1
0.269,0.700980392,0,0.221,0.506323397,0.12,0.303391726,0.397,0.624144144,0.52397939,0.359,0.546,0.393,3/18/2004,21.00.00,1
0.176,0.653431373,0,0.162,0.4467028,0.087,0.32985464,0.356,0.584144144,0.473246136,0.325,0.652,0.424,3/18/2004,22.00.00,0
0.143,0.618627451,0,0.13,0.411472448,0.064,0.353335818,0.291,0.556756757,0.420927467,0.294,0.724,0.431,3/18/2004,23.00.00,0
0.168,0.630882353,0,0.14,0.422764228,0.085,0.342154305,0.312,0.578738739,0.412207689,0.269,0.786,0.437,3/19/2004,00.00.00,0
0.134,0.555882353,0,0.104,0.379403794,0.07,0.380544167,0.282,0.540900901,0.363456203,0.267,0.802,0.445,3/19/2004,01.00.00,0
0.076,0.489705882,0,0.057,0.310749774,0.032,0.458069325,0.185,0.497297297,0.235434007,0.28,0.781,0.45,3/19/2004,02.00.00,0
0.059,0.471078431,0,0.039,0.280939476,0,0.515095043,0,0.468828829,0.170432025,0.28,0.761,0.438,3/19/2004,03.00.00,0
0,0.457843137,0,0.028,0.257000903,0.014,0.536712635,0.094,0.461261261,0.157352358,0.276,0.763,0.433,3/19/2004,04.00.00,0
0.042,0.44754902,0,0.02,0.237127371,0.012,0.603801714,0.082,0.454054054,0.146650813,0.28,0.753,0.431,3/19/2004,05.00.00,0
0.059,0.475,0,0.036,0.274164408,0.038,0.511740589,0.179,0.477117117,0.173602854,0.276,0.747,0.425,3/19/2004,06.00.00,0
0.126,0.579411765,0,0.105,0.38166215,0.078,0.392843832,0.291,0.554594595,0.279032897,0.278,0.732,0.418,3/19/2004,07.00.00,0
0.403,0.852941176,0,0.358,0.619692864,0.216,0.250093179,0.462,0.772612613,0.585017836,0.291,0.694,0.413,3/19/2004,08.00.00,1
0.521,0.891666667,0,0.491,0.714543812,0.241,0.214312337,0.488,0.885045045,0.680142687,0.305,0.663,0.409,3/19/2004,09.00.00,1
0.336,0.699509804,0,0.301,0.575880759,0.171,0.261274693,0.438,0.713513514,0.554102259,0.312,0.644,0.405,3/19/2004,10.00.00,1
0.277,0.681372549,0,0.257,0.537940379,0.147,0.282892285,0.397,0.677117117,0.502576298,0.325,0.613,0.4,3/19/2004,11.00.00,1
0.235,0.628921569,0,0.22,0.504516712,0.13,0.303019009,0.374,0.630990991,0.470868014,0.348,0.565,0.392,3/19/2004,12.00.00,0
0.252,0.639215686,0,0.24,0.522583559,0.119,0.295564666,0.359,0.649009009,0.464130004,0.361,0.537,0.388,3/19/2004,13.00.00,0
0.277,0.668627451,0,0.262,0.542908762,0.134,0.28736489,0.397,0.675675676,0.495441934,0.365,0.531,0.387,3/19/2004,14.00.00,1
0.294,0.691176471,0,0.298,0.572719061,0.143,0.269847186,0.409,0.705225225,0.532699168,0.368,0.536,0.394,3/19/2004,15.00.00,1
0.336,0.723529412,0,0.305,0.578139115,0.168,0.263883712,0.432,0.704504505,0.546175188,0.361,0.566,0.407,3/19/2004,16.00.00,1
0.387,0.746078431,0,0.328,0.596205962,0.183,0.257174804,0.465,0.722522523,0.56876734,0.359,0.572,0.41,3/19/2004,17.00.00,1
0.345,0.706862745,0,0.317,0.58762421,0.156,0.262392844,0.429,0.703423423,0.543797067,0.354,0.567,0.403,3/19/2004,18.00.00,1
0.378,0.720098039,0,0.341,0.60704607,0.17,0.252329482,0.424,0.71963964,0.583036068,0.348,0.57,0.396,3/19/2004,19.00.00,1
0.328,0.719117647,0,0.311,0.583559169,0.142,0.260156541,0.406,0.69981982,0.570352755,0.345,0.579,0.402,3/19/2004,20.00.00,1
0.336,0.696568627,0,0.262,0.542908762,0.168,0.278792397,0.421,0.668108108,0.566389219,0.341,0.599,0.409,3/19/2004,21.00.00,1
0.185,0.575980392,0,0.143,0.426829268,0.097,0.336936265,0.341,0.578018018,0.428458185,0.33,0.649,0.429,3/19/2004,22.00.00,0
0.176,0.595588235,0,0.13,0.411924119,0.086,0.353335818,0.321,0.557477477,0.393579073,0.318,0.657,0.42,3/19/2004,23.00.00,0
0.143,0.55245098,0,0.091,0.362240289,0.07,0.396571003,0.271,0.521441441,0.331747919,0.309,0.653,0.407,3/20/2004,00.00.00,0
0.134,0.534313725,0,0.082,0.349141825,0.058,0.411852404,0.244,0.514954955,0.30162505,0.312,0.63,0.396,3/20/2004,01.00.00,0
0.109,0.498529412,0,0.064,0.32429991,0.05,0.440551621,0.238,0.498018018,0.257629806,0.312,0.627,0.393,3/20/2004,02.00.00,0
0.109,0.48872549,0,0.053,0.305781391,0,0.466641819,0,0.48972973,0.234244946,0.309,0.621,0.389,3/20/2004,03.00.00,0
0,0.463235294,0,0.046,0.291779584,0.03,0.487513977,0.162,0.48,0.200158541,0.309,0.616,0.384,3/20/2004,04.00.00,0
0.067,0.468627451,0,0.049,0.298554652,0.028,0.469623556,0.156,0.486846847,0.205311138,0.305,0.621,0.384,3/20/2004,05.00.00,0
0.067,0.473529412,0,0.039,0.280939476,0.043,0.490868431,0.197,0.483603604,0.226317876,0.305,0.665,0.409,3/20/2004,06.00.00,0
0.092,0.521568627,0,0.068,0.328816621,0.078,0.432724562,0.268,0.526486486,0.333729687,0.303,0.658,0.402,3/20/2004,07.00.00,0
0.176,0.637254902,0,0.14,0.422312556,0.115,0.336190831,0.332,0.584864865,0.453824812,0.309,0.654,0.407,3/20/2004,08.00.00,0
0.202,0.660784314,0,0.165,0.450767841,0.099,0.310846068,0.3,0.608648649,0.482758621,0.327,0.599,0.393,3/20/2004,09.00.00,0
0.218,0.698529412,0,0.196,0.482384824,0.112,0.289228476,0.315,0.635675676,0.531510107,0.336,0.59,0.398,3/20/2004,10.00.00,0
0.235,0.72254902,0,0.193,0.479223126,0.132,0.286246739,0.332,0.637117117,0.557273088,0.345,0.587,0.406,3/20/2004,11.00.00,0
0.218,0.730392157,0,0.184,0.46928636,0.123,0.291464778,0.318,0.633153153,0.563614744,0.365,0.564,0.411,3/20/2004,12.00.00,0
0.218,0.732843137,0,0.184,0.469738031,0.114,0.30152814,0.309,0.625225225,0.544193421,0.383,0.54,0.416,3/20/2004,13.00.00,0
0.176,0.674509804,0,0.146,0.430442638,0.085,0.335445397,0.274,0.58954955,0.45699564,0.426,0.484,0.42,3/20/2004,14.00.00,0
0.143,0.639705882,0,0.119,0.399277326,0.064,0.365262766,0.256,0.566846847,0.367419738,0.437,0.477,0.425,3/20/2004,15.00.00,0
0.134,0.628921569,0,0.105,0.381210479,0.053,0.386134924,0.224,0.554594595,0.303606817,0.437,0.477,0.425,3/20/2004,16.00.00,0
0.176,0.682352941,0,0.152,0.436766034,0.08,0.34662691,0.276,0.594234234,0.372968688,0.428,0.494,0.429,3/20/2004,17.00.00,0
0.193,0.711764706,0,0.195,0.480126468,0.096,0.319045844,0.324,0.639279279,0.454221165,0.415,0.522,0.437,3/20/2004,18.00.00,0
0.294,0.800490196,0,0.261,0.541553749,0.145,0.273574357,0.4,0.691531532,0.561632977,0.39,0.582,0.455,3/20/2004,19.00.00,1
0.328,0.796568627,0,0.257,0.537940379,0.155,0.27320164,0.409,0.679279279,0.571541815,0.383,0.578,0.444,3/20/2004,20.00.00,1
0.277,0.75245098,0,0.215,0.500451671,0.139,0.29258293,0.368,0.655855856,0.524375743,0.368,0.607,0.446,3/20/2004,21.00.00,0
0.193,0.648529412,0,0.155,0.439476061,0.099,0.322027581,0.326,0.616936937,0.445897741,0.363,0.625,0.454,3/20/2004,22.00.00,0
0.176,0.641666667,0,0.14,0.423215899,0.082,0.337308982,0.285,0.602522523,0.410622275,0.357,0.651,0.464,3/20/2004,23.00.00,0
0.235,0.71372549,0,0.166,0.451219512,0.118,0.311218785,0.315,0.617657658,0.476416964,0.352,0.661,0.466,3/21/2004,00.00.00,0
0.176,0.637254902,0,0.116,0.393857272,0.09,0.350726798,0.265,0.568288288,0.417756639,0.339,0.687,0.466,3/21/2004,01.00.00,0
0.134,0.589705882,0,0.097,0.371725384,0.06,0.374207976,0.247,0.54990991,0.357907253,0.35,0.638,0.446,3/21/2004,02.00.00,0
0.134,0.585784314,0,0.102,0.377597109,0,0.367871785,0,0.56,0.350772889,0.341,0.653,0.446,3/21/2004,03.00.00,0
0,0.54754902,0,0.091,0.362240289,0.057,0.383525904,0.256,0.554594595,0.324217202,0.345,0.652,0.449,3/21/2004,04.00.00,0
0.092,0.520588235,0,0.063,0.321138211,0.037,0.423406634,0.194,0.526486486,0.277447483,0.334,0.683,0.457,3/21/2004,05.00.00,0
0.059,0.464215686,0,0.033,0.268292683,0.016,0.48453224,0.106,0.500900901,0.229885057,0.325,0.71,0.463,3/21/2004,06.00.00,0
0.067,0.522058824,0,0.057,0.310298103,0.049,0.426015654,0.182,0.537657658,0.323028141,0.318,0.746,0.476,3/21/2004,07.00.00,0
0.101,0.566176471,0,0.069,0.331526649,0.082,0.395825568,0.268,0.550630631,0.410225922,0.325,0.736,0.48,3/21/2004,08.00.00,0
0.118,0.598039216,0,0.085,0.353206865,0.075,0.371226239,0.262,0.562162162,0.422909235,0.343,0.7,0.481,3/21/2004,09.00.00,0
0.143,0.637745098,0,0.111,0.38934056,0.083,0.340663436,0.274,0.588468468,0.441537852,0.365,0.665,0.487,3/21/2004,10.00.00,0
0.151,0.626960784,0,0.115,0.39295393,0.072,0.339545285,0.238,0.593153153,0.396353547,0.424,0.559,0.48,3/21/2004,11.00.00,0
0.151,0.621078431,0,0.119,0.398825655,0.07,0.355199404,0.241,0.582702703,0.359096314,0.435,0.52,0.459,3/21/2004,12.00.00,0
0.16,0.607352941,0,0.107,0.383017164,0.069,0.365635483,0.235,0.565045045,0.325802616,0.466,0.469,0.452,3/21/2004,13.00.00,0
0.109,0.552941176,0,0.072,0.335140018,0.032,0.426388371,0.141,0.543063063,0.241775664,0.48,0.454,0.454,3/21/2004,14.00.00,0
0.134,0.609313725,0,0.132,0.413730804,0.043,0.358553858,0.179,0.601441441,0.260404281,0.475,0.443,0.439,3/21/2004,15.00.00,0
0.16,0.592156863,0,0.108,0.385275519,0.066,0.395080134,0.262,0.542702703,0.256440745,0.455,0.428,0.401,3/21/2004,16.00.00,0
0.193,0.640196078,0,0.141,0.42366757,0.089,0.358181141,0.309,0.579099099,0.302021403,0.435,0.466,0.413,3/21/2004,17.00.00,0
0.319,0.757843137,0,0.237,0.519873532,0.117,0.286619456,0.341,0.675315315,0.44470868,0.415,0.494,0.415,3/21/2004,18.00.00,0
0.294,0.735784314,0,0.198,0.483739837,0.125,0.30674618,0.35,0.628468468,0.447879509,0.399,0.542,0.434,3/21/2004,19.00.00,0
0.361,0.786764706,0,0.237,0.520776874,0.18,0.286619456,0.424,0.663063063,0.648830757,0.401,0.529,0.427,3/21/2004,20.00.00,1
0.235,0.645098039,0,0.155,0.439927733,0.127,0.329109206,0.362,0.602882883,0.504161712,0.39,0.554,0.434,3/21/2004,21.00.00,0
0.16,0.585784314,0,0.126,0.405600723,0.082,0.347745061,0.309,0.574414414,0.435196195,0.381,0.583,0.444,3/21/2004,22.00.00,0
0.16,0.593627451,0,0.124,0.40469738,0.076,0.342899739,0.274,0.585225225,0.422512881,0.368,0.621,0.457,3/21/2004,23.00.00,0
0.143,0.569117647,0,0.096,0.368112014,0.063,0.370853522,0.253,0.57009009,0.360285375,0.361,0.676,0.489,3/22/2004,00.00.00,0
0.126,0.536764706,0,0.08,0.346431798,0.05,0.391352963,0.224,0.557477477,0.324217202,0.354,0.682,0.485,3/22/2004,01.00.00,0
0.05,0.439705882,0,0.027,0.254290876,0.016,0.528140142,0.097,0.488288288,0.187078874,0.365,0.643,0.47,3/22/2004,02.00.00,0
0.034,0.412745098,0,0.011,0.211382114,0,0.675736116,0,0.459099099,0.156163298,0.379,0.608,0.462,3/22/2004,03.00.00,0
0,0.418627451,0,0.013,0.217253839,0.011,0.654491241,0.079,0.46990991,0.156956005,0.361,0.63,0.455,3/22/2004,04.00.00,0
0.025,0.414215686,0,0.011,0.213188799,0.01,0.665672754,0.068,0.460540541,0.149821641,0.37,0.608,0.45,3/22/2004,05.00.00,0
0.05,0.461764706,0,0.031,0.264679313,0.028,0.551621319,0.135,0.494774775,0.171224732,0.368,0.609,0.447,3/22/2004,06.00.00,0
0.101,0.534313725,0,0.08,0.346883469,0.058,0.399552739,0.224,0.554234234,0.27705113,0.352,0.649,0.457,3/22/2004,07.00.00,0
0.303,0.742156863,0,0.278,0.555555556,0.153,0.272828923,0.341,0.719279279,0.496234641,0.354,0.605,0.429,3/22/2004,08.00.00,0
0.311,0.675980392,0,0.289,0.565492322,0.145,0.265001864,0.338,0.707027027,0.490289338,0.39,0.475,0.371,3/22/2004,09.00.00,0
0.151,0.526470588,0,0.108,0.385727191,0.078,0.384644055,0.244,0.534774775,0.305984939,0.401,0.433,0.349,3/22/2004,10.00.00,0
0.134,0.534313725,0,0.115,0.392050587,0.084,0.382407753,0.256,0.543783784,0.303606817,0.415,0.414,0.348,3/22/2004,11.00.00,0
0.16,0.544117647,0,0.151,0.435411021,0.082,0.352963101,0.265,0.568288288,0.328577091,0.471,0.334,0.325,3/22/2004,12.00.00,0
0.168,0.540196078,0,0.163,0.448961156,0.072,0.355944838,0.256,0.576216216,0.310344828,0.478,0.317,0.317,3/22/2004,13.00.00,0
0.185,0.539215686,0,0.176,0.461156278,0.09,0.354826687,0.291,0.579099099,0.325802616,0.478,0.294,0.293,3/22/2004,14.00.00,0
0.176,0.53627451,0,0.168,0.453026197,0.088,0.359672009,0.291,0.567207207,0.322235434,0.478,0.302,0.299,3/22/2004,15.00.00,0
0.193,0.52745098,0.379310345,0.182,0.467028004,0.101,0.359299292,0.297,0.556396396,0.322235434,0.478,0.273,0.272,3/22/2004,16.00.00,0
0.218,0.564705882,0.155592935,0.195,0.479674797,0.093,0.345881476,0.303,0.578738739,0.336900515,0.453,0.321,0.299,3/22/2004,17.00.00,0
0.319,0.689705882,0.358284272,0.287,0.564137308,0.144,0.268356318,0.379,0.696216216,0.505747126,0.381,0.486,0.37,3/22/2004,18.00.00,0
0.37,0.704901961,0.565180824,0.33,0.598464318,0.157,0.252702199,0.421,0.718198198,0.55529132,0.35,0.534,0.374,3/22/2004,19.00.00,1
0.378,0.698529412,0.524810765,0.33,0.598464318,0.161,0.252702199,0.429,0.708108108,0.53745541,0.343,0.534,0.367,3/22/2004,20.00.00,1
0.277,0.626960784,0.27333894,0.228,0.510840108,0.122,0.288855758,0.365,0.633513514,0.492667459,0.325,0.56,0.367,3/22/2004,21.00.00,0
0.168,0.554901961,0.120269134,0.132,0.413730804,0.087,0.342899739,0.332,0.562522523,0.429250892,0.312,0.586,0.369,3/22/2004,22.00.00,0
0.092,0.493137255,0.074852817,0.068,0.329268293,0.044,0.425642937,0.235,0.493693694,0.31510107,0.325,0.557,0.364,3/22/2004,23.00.00,0
0.076,0.481372549,0.061396131,0.06,0.316169828,0.036,0.448751398,0.212,0.48972973,0.291319857,0.309,0.579,0.362,3/23/2004,00.00.00,0
0.067,0.475,0.040370059,0.042,0.287262873,0.032,0.473723444,0.188,0.471711712,0.271105826,0.314,0.578,0.366,3/23/2004,01.00.00,0
0.059,0.46127451,0.039529016,0.039,0.280487805,0.034,0.483786806,0.206,0.479279279,0.282996433,0.291,0.64,0.378,3/23/2004,02.00.00,0
0.042,0.437254902,0.030277544,0.019,0.235772358,0,0.567275438,0,0.463063063,0.180737218,0.247,0.789,0.413,3/23/2004,03.00.00,0
0,0.419117647,0.021026072,0.013,0.215898826,0.014,0.6339918,0.091,0.454414414,0.158937772,0.226,0.866,0.425,3/23/2004,04.00.00,0
0.025,0.408823529,0.015979815,0.009,0.207317073,0.009,0.711144242,0.065,0.436756757,0.143083631,0.197,0.908,0.41,3/23/2004,05.00.00,0
0.042,0.445588235,0.021867115,0.028,0.256097561,0.022,0.57472978,0.138,0.463783784,0.165675783,0.215,0.85,0.403,3/23/2004,06.00.00,0
0.092,0.520098039,0.050462574,0.072,0.336495032,0.07,0.439060753,0.259,0.514954955,0.244153785,0.22,0.846,0.407,3/23/2004,07.00.00,0
0.252,0.706372549,0.208578638,0.223,0.50767841,0.151,0.317182259,0.382,0.659099099,0.431629013,0.224,0.837,0.409,3/23/2004,08.00.00,0
0.319,0.734313725,0.449957948,0.33,0.598464318,0.165,0.254938502,0.388,0.754954955,0.526753864,0.251,0.786,0.414,3/23/2004,09.00.00,1
0.286,0.658333333,0.285954584,0.254,0.535230352,0.16,0.283265002,0.388,0.669189189,0.519619501,0.269,0.709,0.394,3/23/2004,10.00.00,1
0.252,0.641176471,0.27333894,0.243,0.5266486,0.149,0.295191949,0.385,0.646486486,0.489892985,0.287,0.629,0.368,3/23/2004,11.00.00,1
0.227,0.592647059,0.224558452,0.21,0.495483288,0.14,0.311964219,0.379,0.629189189,0.454617519,0.294,0.618,0.369,3/23/2004,12.00.00,0
0.294,0.642156863,0.27333894,0.265,0.545167118,0.141,0.286992173,0.388,0.665585586,0.515655965,0.309,0.602,0.374,3/23/2004,13.00.00,1
0.235,0.574019608,0.225399495,0.195,0.480578139,0.108,0.328363772,0.324,0.590630631,0.434799841,0.359,0.478,0.344,3/23/2004,14.00.00,0
0.16,0.545098039,0.114381833,0.159,0.44263776,0.089,0.344390608,0.291,0.572612613,0.356718193,0.316,0.561,0.357,3/23/2004,15.00.00,0
0.168,0.554901961,0.099243061,0.137,0.418699187,0.087,0.35184495,0.294,0.565765766,0.30955212,0.269,0.689,0.383,3/23/2004,16.00.00,0
0.252,0.600490196,0.232127839,0.217,0.501806685,0.119,0.304882594,0.359,0.619459459,0.401506143,0.305,0.616,0.38,3/23/2004,17.00.00,0
0.16,0.522058824,0.126997477,0.146,0.430442638,0.072,0.358553858,0.285,0.545585586,0.313119302,0.307,0.558,0.345,3/23/2004,18.00.00,0
0.227,0.605882353,0.198486123,0.204,0.489611563,0.089,0.31830041,0.329,0.608288288,0.419738407,0.262,0.644,0.351,3/23/2004,19.00.00,0
0.277,0.641666667,0.185029437,0.224,0.508581752,0.112,0.302646291,0.376,0.620540541,0.477606025,0.258,0.656,0.353,3/23/2004,20.00.00,0
0.143,0.533823529,0.073170732,0.119,0.399277326,0.06,0.37495341,0.297,0.535855856,0.386444709,0.283,0.611,0.353,3/23/2004,21.00.00,0
0.109,0.490196078,0.068124474,0.083,0.350496838,0.055,0.42527022,0.282,0.495495495,0.355132778,0.269,0.619,0.343,3/23/2004,22.00.00,0
0.109,0.510294118,0.062237174,0.085,0.353206865,0.053,0.411852404,0.253,0.513513514,0.361078082,0.247,0.692,0.361,3/23/2004,23.00.00,0
0.101,0.512254902,0.046257359,0.077,0.341463415,0.047,0.423779351,0.25,0.508468468,0.3575109,0.249,0.701,0.368,3/24/2004,00.00.00,0
0.092,0.48872549,0.062237174,0.072,0.33604336,0.051,0.428997391,0.232,0.506306306,0.329766151,0.242,0.705,0.362,3/24/2004,01.00.00,0
0.076,0.464705882,0.029436501,0.042,0.28635953,0.029,0.491986582,0.179,0.477837838,0.283392786,0.253,0.676,0.36,3/24/2004,02.00.00,0
0.05,0.430392157,0.024390244,0.025,0.248870822,0,0.556466642,0,0.458378378,0.270709473,0.238,0.694,0.352,3/24/2004,03.00.00,0
0,0.445098039,0.024390244,0.027,0.252484192,0.03,0.550503168,0.194,0.463783784,0.285770908,0.229,0.707,0.35,3/24/2004,04.00.00,0
0.05,0.437254902,0.016820858,0.019,0.235772358,0.023,0.585911293,0.159,0.452252252,0.256837099,0.244,0.661,0.342,3/24/2004,05.00.00,0
0.067,0.467647059,0.026913373,0.027,0.253387534,0.029,0.557584793,0.168,0.452252252,0.242568371,0.242,0.645,0.331,3/24/2004,06.00.00,0
0.101,0.512254902,0.070647603,0.075,0.339205059,0.053,0.44204249,0.221,0.505585586,0.317082838,0.233,0.667,0.334,3/24/2004,07.00.00,0
0.261,0.677941176,0.206055509,0.217,0.500903342,0.118,0.310100634,0.285,0.614774775,0.464922711,0.247,0.646,0.336,3/24/2004,08.00.00,0
0.37,0.782843137,0.46509672,0.372,0.630081301,0.159,0.243011554,0.324,0.74954955,0.602061038,0.251,0.641,0.339,3/24/2004,09.00.00,0
0.286,0.646078431,0.378469302,0.223,0.50767841,0.147,0.284010436,0.332,0.637837838,0.510107015,0.271,0.619,0.346,3/24/2004,10.00.00,0
0.143,0.557843137,0.099243061,0.126,0.405600723,0.092,0.354081252,0.259,0.542342342,0.382877527,0.339,0.499,0.338,3/24/2004,11.00.00,0
0.126,0.538235294,0.099243061,0.105,0.380307136,0.079,0.377189713,0.25,0.518918919,0.328180737,0.35,0.458,0.32,3/24/2004,12.00.00,0
0.143,0.548039216,0.121110177,0.137,0.418699187,0.08,0.357435706,0.282,0.532252252,0.326991677,0.379,0.39,0.296,3/24/2004,13.00.00,0
0.185,0.573529412,0.13372582,0.17,0.455736224,0.085,0.327618338,0.312,0.564324324,0.345620293,0.372,0.401,0.3,3/24/2004,14.00.00,0
0,0.545098039,0.102607233,0.105,0.380307136,0.068,0.378307864,0.268,0.538378378,0.269520412,0.253,0.72,0.383,3/24/2004,15.00.00,0
0.227,0.681372549,0.193439865,0.179,0.464317977,0.133,0.308982482,0.371,0.623423423,0.397146254,0.215,0.914,0.436,3/24/2004,16.00.00,0
0.235,0.663235294,0.269133726,0.21,0.495031617,0.132,0.288483041,0.382,0.642522523,0.459373761,0.262,0.779,0.426,3/24/2004,17.00.00,0
0.227,0.617647059,0.221194281,0.188,0.474254743,0.105,0.308609765,0.326,0.620540541,0.388030123,0.24,0.772,0.394,3/24/2004,18.00.00,0
0.378,0.735784314,0.467619849,0.317,0.588075881,0.167,0.25382035,0.394,0.723603604,0.519619501,0.24,0.759,0.387,3/24/2004,19.00.00,1
0.294,0.624019608,0.385197645,0.226,0.510388437,0.128,0.296310101,0.4,0.628468468,0.424494649,0.242,0.741,0.381,3/24/2004,20.00.00,1
0.218,0.577941176,0.179983179,0.148,0.43134598,0.114,0.345881476,0.368,0.566126126,0.356321839,0.231,0.747,0.374,3/24/2004,21.00.00,0
0.143,0.513235294,0.081581161,0.093,0.365401987,0.08,0.396571003,0.318,0.517117117,0.303606817,0.226,0.754,0.37,3/24/2004,22.00.00,0
0.109,0.476960784,0.066442389,0.071,0.333785005,0.055,0.44204249,0.256,0.487927928,0.233452239,0.233,0.689,0.346,3/24/2004,23.00.00,0
0.109,0.48872549,0.068124474,0.071,0.332881662,0.054,0.435333582,0.262,0.483243243,0.250099088,0.231,0.675,0.337,3/25/2004,00.00.00,0
0.084,0.475490196,0.04373423,0.039,0.280487805,0.028,0.521803951,0.171,0.45009009,0.189853349,0.247,0.658,0.345,3/25/2004,01.00.00,0
0.059,0.442156863,0.03195963,0.028,0.256549232,0.026,0.540439806,0.159,0.451531532,0.189853349,0.204,0.768,0.354,3/25/2004,02.00.00,0
0.059,0.451470588,0.029436501,0.022,0.242999097,0,0.582929556,0,0.441081081,0.165279429,0.213,0.769,0.363,3/25/2004,03.00.00,0
